TaskID,ProjectID,ProjectName,ClientName,ClientCountry,ClientRegion,Industry,AssignedEmployeeID,TaskTitle,SkillDomain,ComplexityTier,PlannedHours,ActualHours,IsHoursOverrun,BillableHourlyRate_USD,TotalBilling_USD,TaskStatus,ClientSatisfactionRating,TaskStartDate,DeliveryDeadline,ActualCompletionDate,IsDeliveryDelayed
TSK-00458,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16753,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,70,68.3,False,81.0,5532.3,Completed,4.5,2026-02-11,2026-03-06,2026-03-04,False
TSK-00459,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14600,AWS Terraform Infrastructure as Code Provisioning (PRJ-901),Cloud Architecture,Level 2 - Specialized,45,60.7,True,74.75,3363.75,Scope Revision Requested,3.0,2025-10-17,2025-11-01,,False
TSK-00460,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-12269,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,70,61.7,False,101.25,7087.5,Scope Revision Requested,3.0,2025-09-25,2025-10-19,,False
TSK-00461,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-16599,Next.js 14 Responsive Executive Dashboard (PRJ-905),Software Engineering,Level 1 - Core,30,27.7,False,45.0,1246.5,Completed,4.0,2026-02-18,2026-03-04,2026-03-06,True
TSK-00462,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13429,Mobile Flutter Biometric Authentication Module (PRJ-903),Software Engineering,Level 1 - Core,28,24.2,False,85.0,2057.0,Completed,5.0,2026-02-19,2026-03-03,2026-02-28,False
TSK-00463,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16430,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-904),Cybersecurity,Level 2 - Specialized,25,30.3,True,80.5,2439.15,Completed,4.5,2026-05-03,2026-05-16,2026-05-18,True
TSK-00464,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12407,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-905),DevOps & SRE,Level 1 - Core,18,16.8,False,45.0,756.0,Completed,4.5,2025-04-10,2025-04-19,2025-04-18,False
TSK-00465,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-15569,Mobile Flutter Biometric Authentication Module (PRJ-905),Software Engineering,Level 1 - Core,28,35.1,True,45.0,1579.5,Completed,5.0,2025-12-10,2025-12-24,2025-12-22,False
TSK-00466,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13445,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-904),Cybersecurity,Level 2 - Specialized,25,24.0,False,80.5,2012.5,Under Review,,2025-12-06,2025-12-16,,False
TSK-00467,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13855,GraphQL Gateway Federation & Schema Stitching (PRJ-905),Software Engineering,Level 2 - Specialized,35,34.9,False,51.75,1811.25,Under Review,,2025-02-24,2025-03-11,,False
TSK-00468,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-13127,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,70,90.6,True,101.25,9173.25,Completed,4.0,2026-06-27,2026-07-18,2026-07-21,True
TSK-00469,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13353,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-901),DevOps & SRE,Level 1 - Core,18,23.0,True,65.0,1495.0,Completed,5.0,2026-04-14,2026-04-21,2026-04-23,True
TSK-00470,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-12568,Real-time Kafka Event Streaming for Turnstiles (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,55,49.0,False,114.75,5622.75,Completed,3.0,2025-03-01,2025-03-16,2025-03-20,True
TSK-00471,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-14011,Next.js 14 Responsive Executive Dashboard (PRJ-905),Software Engineering,Level 1 - Core,30,36.9,True,45.0,1660.5,Completed,4.0,2025-04-01,2025-04-11,2025-04-17,True
TSK-00472,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10039,Penetration Testing & Remediation of API Endpoints (PRJ-907),Cybersecurity,Level 2 - Specialized,20,21.3,True,109.25,2327.03,Completed,4.5,2025-02-08,2025-02-19,2025-02-19,False
TSK-00473,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-10147,Design & Implement RESTful Payment Endpoints (PRJ-906),Software Engineering,Level 2 - Specialized,40,51.8,True,69.0,3574.2,Completed,4.5,2025-01-05,2025-01-22,2025-01-22,False
TSK-00474,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14124,Mobile Flutter Biometric Authentication Module (PRJ-904),Software Engineering,Level 1 - Core,28,36.1,True,70.0,2527.0,Completed,5.0,2025-11-10,2025-11-20,2025-11-18,False
TSK-00475,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14294,PostgreSQL to Snowflake Lakehouse Replication (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,60,79.5,True,87.75,6976.12,Completed,4.5,2025-12-12,2026-01-01,2025-12-31,False
TSK-00476,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16652,SOC2 Compliance Evidence Collection Automation (PRJ-906),Cybersecurity,Level 2 - Specialized,32,35.0,True,69.0,2415.0,Completed,5.0,2026-02-18,2026-02-28,2026-02-28,False
TSK-00477,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14134,Mobile Flutter Biometric Authentication Module (PRJ-904),Software Engineering,Level 1 - Core,28,37.6,True,70.0,2632.0,Completed,5.0,2025-06-23,2025-07-02,2025-07-04,True
TSK-00478,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-10399,End-to-End Cypress Integration & Performance Suite (PRJ-901),Quality Engineering,Level 1 - Core,30,38.6,True,65.0,2509.0,Completed,4.5,2025-02-19,2025-03-05,2025-03-03,False
TSK-00479,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14484,Design & Implement RESTful Payment Endpoints (PRJ-901),Software Engineering,Level 2 - Specialized,40,47.8,True,74.75,3573.05,Completed,5.0,2025-09-16,2025-10-01,2025-09-30,False
TSK-00480,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10828,Mobile Flutter Biometric Authentication Module (PRJ-904),Software Engineering,Level 1 - Core,28,33.4,True,70.0,2338.0,Completed,4.5,2026-06-17,2026-06-28,2026-07-04,True
TSK-00481,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10965,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,38.0,True,85.0,3230.0,Completed,4.5,2025-10-17,2025-10-26,2025-10-24,False
TSK-00482,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11653,Next.js 14 Responsive Executive Dashboard (PRJ-908),Software Engineering,Level 1 - Core,30,34.6,True,68.0,2352.8,Completed,4.0,2026-01-02,2026-01-16,2026-01-19,True
TSK-00483,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13938,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-905),DevOps & SRE,Level 3 - Enterprise Architect,35,30.4,False,60.75,1846.8,Completed,5.0,2025-12-05,2025-12-16,2025-12-13,False
TSK-00484,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14048,Penetration Testing & Remediation of API Endpoints (PRJ-901),Cybersecurity,Level 2 - Specialized,20,17.9,False,74.75,1338.02,Completed,4.5,2025-06-02,2025-06-09,2025-06-14,True
TSK-00485,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15279,Mobile Flutter Biometric Authentication Module (PRJ-902),Software Engineering,Level 1 - Core,28,33.9,True,75.0,2100.0,In Progress,,2025-08-25,2025-09-06,,False
TSK-00486,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10324,PostgreSQL to Snowflake Lakehouse Replication (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,60,64.9,True,60.75,3942.68,Completed,5.0,2025-10-25,2025-11-13,2025-11-15,True
TSK-00487,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10376,Mobile Flutter Biometric Authentication Module (PRJ-907),Software Engineering,Level 1 - Core,28,25.4,False,95.0,2660.0,Under Review,,2025-01-10,2025-01-20,,False
TSK-00488,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16006,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-903),Cybersecurity,Level 2 - Specialized,25,25.7,True,97.75,2512.17,Completed,4.5,2025-04-06,2025-04-16,2025-04-18,True
TSK-00489,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13160,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-903),Data & AI Engineering,Level 2 - Specialized,50,52.5,True,97.75,4887.5,Scope Revision Requested,2.5,2026-05-05,2026-05-22,,False
TSK-00490,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16917,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-903),Data & AI Engineering,Level 2 - Specialized,50,45.8,False,97.75,4476.95,Completed,3.0,2025-06-13,2025-06-27,2025-06-30,True
TSK-00491,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16383,Real-time Kafka Event Streaming for Turnstiles (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,55,62.4,True,91.8,5728.32,Completed,4.5,2026-01-03,2026-01-22,2026-01-19,False
TSK-00492,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10377,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,70,91.7,True,114.75,10522.58,Completed,4.5,2025-03-06,2025-03-27,2025-03-29,True
TSK-00493,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15930,Mobile Flutter Biometric Authentication Module (PRJ-901),Software Engineering,Level 1 - Core,28,36.0,True,65.0,2340.0,Completed,4.5,2025-08-18,2025-09-01,2025-09-03,True
TSK-00494,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15541,End-to-End Cypress Integration & Performance Suite (PRJ-902),Quality Engineering,Level 1 - Core,30,35.4,True,75.0,2655.0,Completed,5.0,2026-01-30,2026-02-09,2026-02-14,True
TSK-00495,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-16979,Design & Implement RESTful Payment Endpoints (PRJ-901),Software Engineering,Level 2 - Specialized,40,46.9,True,74.75,3505.78,Completed,4.0,2026-05-23,2026-06-05,2026-06-03,False
TSK-00496,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11825,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-908),Cybersecurity,Level 2 - Specialized,25,24.3,False,78.2,1955.0,Scope Revision Requested,2.5,2026-07-18,2026-07-31,,False
TSK-00497,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-14695,End-to-End Cypress Integration & Performance Suite (PRJ-907),Quality Engineering,Level 1 - Core,30,37.8,True,95.0,3591.0,Completed,4.5,2026-04-04,2026-04-13,2026-04-17,True
TSK-00498,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-10841,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-908),Cybersecurity,Level 2 - Specialized,25,22.7,False,78.2,1775.14,Completed,4.5,2026-02-18,2026-03-01,2026-02-26,False
TSK-00499,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12496,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-901),DevOps & SRE,Level 1 - Core,18,16.1,False,65.0,1046.5,Completed,4.5,2026-06-05,2026-06-15,2026-06-15,False
TSK-00500,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13723,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-908),Cybersecurity,Level 2 - Specialized,25,25.8,True,78.2,2017.56,Completed,5.0,2025-12-06,2025-12-18,2025-12-24,True
TSK-00501,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16221,Mobile Flutter Biometric Authentication Module (PRJ-908),Software Engineering,Level 1 - Core,28,33.0,True,68.0,2244.0,Completed,5.0,2025-08-16,2025-08-25,2025-08-27,True
TSK-00502,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14487,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-906),DevOps & SRE,Level 1 - Core,18,21.0,True,60.0,1080.0,Under Review,,2026-06-19,2026-06-27,,False
TSK-00503,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-16083,Design & Implement RESTful Payment Endpoints (PRJ-902),Software Engineering,Level 2 - Specialized,40,51.9,True,86.25,4476.38,Completed,4.0,2026-02-24,2026-03-08,2026-03-09,True
TSK-00504,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-11767,Next.js 14 Responsive Executive Dashboard (PRJ-904),Software Engineering,Level 1 - Core,30,27.3,False,70.0,2100.0,Under Review,,2026-04-14,2026-04-24,,False
TSK-00505,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15507,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-906),Data & AI Engineering,Level 2 - Specialized,50,61.4,True,69.0,4236.6,Completed,4.5,2025-05-07,2025-05-24,2025-05-28,True
TSK-00506,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13546,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,70,59.7,False,114.75,6850.58,Completed,4.5,2026-05-10,2026-06-02,2026-06-01,False
TSK-00507,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14966,Mobile Flutter Biometric Authentication Module (PRJ-903),Software Engineering,Level 1 - Core,28,35.2,True,85.0,2992.0,Completed,4.5,2025-11-26,2025-12-09,2025-12-12,True
TSK-00508,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12809,GraphQL Gateway Federation & Schema Stitching (PRJ-907),Software Engineering,Level 2 - Specialized,35,45.8,True,109.25,5003.65,Completed,5.0,2025-10-29,2025-11-11,2025-11-10,False
TSK-00509,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14197,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,34.5,True,85.0,2550.0,Under Review,,2025-11-03,2025-11-17,,False
TSK-00510,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11718,Mobile Flutter Biometric Authentication Module (PRJ-906),Software Engineering,Level 1 - Core,28,34.1,True,60.0,2046.0,Completed,5.0,2025-10-25,2025-11-08,2025-11-10,True
TSK-00511,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14128,Mobile Flutter Biometric Authentication Module (PRJ-903),Software Engineering,Level 1 - Core,28,32.9,True,85.0,2380.0,In Progress,,2026-07-10,2026-07-24,,False
TSK-00512,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14675,Mobile Flutter Biometric Authentication Module (PRJ-906),Software Engineering,Level 1 - Core,28,25.4,False,60.0,1524.0,Completed,4.5,2026-03-04,2026-03-18,2026-03-23,True
TSK-00513,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-14283,SOC2 Compliance Evidence Collection Automation (PRJ-905),Cybersecurity,Level 2 - Specialized,32,40.8,True,51.75,1656.0,Under Review,,2025-04-20,2025-04-30,,False
TSK-00514,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-16436,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-907),DevOps & SRE,Level 3 - Enterprise Architect,35,30.7,False,128.25,3937.28,Completed,5.0,2025-06-14,2025-06-26,2025-06-27,True
TSK-00515,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11672,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-903),DevOps & SRE,Level 1 - Core,18,15.9,False,85.0,1530.0,Under Review,,2026-07-09,2026-07-15,,False
TSK-00516,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14603,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-906),DevOps & SRE,Level 1 - Core,18,19.4,True,60.0,1164.0,Completed,4.5,2025-08-18,2025-08-29,2025-09-03,True
TSK-00517,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15703,Next.js 14 Responsive Executive Dashboard (PRJ-907),Software Engineering,Level 1 - Core,30,33.2,True,95.0,2850.0,Under Review,,2025-10-22,2025-11-05,,False
TSK-00518,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15613,SOC2 Compliance Evidence Collection Automation (PRJ-901),Cybersecurity,Level 2 - Specialized,32,33.3,True,74.75,2489.17,Completed,4.0,2025-11-17,2025-12-01,2025-11-28,False
TSK-00519,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13630,Mobile Flutter Biometric Authentication Module (PRJ-901),Software Engineering,Level 1 - Core,28,27.3,False,65.0,1774.5,Completed,4.0,2025-08-19,2025-09-02,2025-09-04,True
TSK-00520,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-15593,Real-time Kafka Event Streaming for Turnstiles (PRJ-904),Data & AI Engineering,Level 3 - Enterprise Architect,55,66.7,True,94.5,6303.15,Completed,4.5,2025-03-18,2025-04-03,2025-04-02,False
TSK-00521,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-11319,End-to-End Cypress Integration & Performance Suite (PRJ-902),Quality Engineering,Level 1 - Core,30,26.1,False,75.0,1957.5,Completed,5.0,2025-09-19,2025-09-28,2025-09-30,True
TSK-00522,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-14890,Mobile Flutter Biometric Authentication Module (PRJ-908),Software Engineering,Level 1 - Core,28,36.9,True,68.0,2509.2,Completed,3.5,2025-02-22,2025-03-08,2025-03-14,True
TSK-00523,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-15798,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,70,87.1,True,60.75,5291.32,Completed,5.0,2025-11-22,2025-12-15,2025-12-15,False
TSK-00524,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14400,AWS Terraform Infrastructure as Code Provisioning (PRJ-903),Cloud Architecture,Level 2 - Specialized,45,39.8,False,97.75,3890.45,Completed,4.5,2026-02-18,2026-03-03,2026-03-05,True
TSK-00525,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-11790,SOC2 Compliance Evidence Collection Automation (PRJ-904),Cybersecurity,Level 2 - Specialized,32,30.6,False,80.5,2463.3,Completed,5.0,2026-06-28,2026-07-11,2026-07-16,True
TSK-00526,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15028,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-901),Data & AI Engineering,Level 2 - Specialized,50,59.2,True,74.75,4425.2,Completed,3.5,2025-09-07,2025-09-21,2025-09-23,True
TSK-00527,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15931,SOC2 Compliance Evidence Collection Automation (PRJ-907),Cybersecurity,Level 2 - Specialized,32,39.9,True,109.25,4359.07,Completed,5.0,2025-10-17,2025-10-27,2025-11-01,True
TSK-00528,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15338,AWS Terraform Infrastructure as Code Provisioning (PRJ-906),Cloud Architecture,Level 2 - Specialized,45,56.3,True,69.0,3884.7,Completed,5.0,2025-07-17,2025-08-01,2025-08-06,True
TSK-00529,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14408,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-902),Data & AI Engineering,Level 2 - Specialized,50,46.7,False,86.25,4312.5,In Progress,,2026-07-01,2026-07-15,,False
TSK-00530,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-13476,Next.js 14 Responsive Executive Dashboard (PRJ-902),Software Engineering,Level 1 - Core,30,35.6,True,75.0,2670.0,Completed,4.0,2025-04-17,2025-04-27,2025-05-02,True
TSK-00531,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10195,Penetration Testing & Remediation of API Endpoints (PRJ-907),Cybersecurity,Level 2 - Specialized,20,25.2,True,109.25,2753.1,Completed,4.5,2026-04-16,2026-04-28,2026-04-30,True
TSK-00532,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-10578,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-901),Data & AI Engineering,Level 2 - Specialized,50,44.3,False,74.75,3311.42,Completed,5.0,2025-08-22,2025-09-07,2025-09-10,True
TSK-00533,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15516,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,70,81.6,True,128.25,10465.2,Completed,5.0,2025-05-02,2025-05-25,2025-05-22,False
TSK-00534,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-12931,Real-time Kafka Event Streaming for Turnstiles (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,55,67.3,True,101.25,6814.12,Completed,4.0,2026-05-30,2026-06-14,2026-06-15,True
TSK-00535,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13237,GraphQL Gateway Federation & Schema Stitching (PRJ-905),Software Engineering,Level 2 - Specialized,35,31.3,False,51.75,1619.78,Completed,4.5,2025-02-01,2025-02-14,2025-02-13,False
TSK-00536,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16959,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-904),DevOps & SRE,Level 3 - Enterprise Architect,35,42.8,True,94.5,3307.5,Under Review,,2026-07-13,2026-07-25,,False
TSK-00537,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16513,PostgreSQL to Snowflake Lakehouse Replication (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,60,71.3,True,114.75,6885.0,In Progress,,2026-01-18,2026-02-04,,False
TSK-00538,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14486,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-903),Data & AI Engineering,Level 2 - Specialized,50,43.5,False,97.75,4252.12,Completed,5.0,2025-03-29,2025-04-14,2025-04-14,False
TSK-00539,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11319,Next.js 14 Responsive Executive Dashboard (PRJ-906),Software Engineering,Level 1 - Core,30,31.7,True,60.0,1902.0,Completed,4.5,2025-07-08,2025-07-18,2025-07-24,True
TSK-00540,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10446,Next.js 14 Responsive Executive Dashboard (PRJ-905),Software Engineering,Level 1 - Core,30,27.2,False,45.0,1224.0,Completed,4.5,2026-07-17,2026-07-29,2026-08-03,True
TSK-00541,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14757,PostgreSQL to Snowflake Lakehouse Replication (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,60,71.2,True,101.25,7209.0,Completed,5.0,2026-05-14,2026-06-02,2026-06-04,True
