EmployeeID,NoticeDate,ExitDate,ExitType,PrimaryExitReason,LastPerformanceScore,RehireEligible,SeparationSalary,SeparationBranch
EMP-11418,2025-10-16,2025-11-11,Voluntary,Relocation,3.2,1,21500.0,الجيزة - الشيخ زايد
EMP-15103,2024-12-24,2025-01-19,Voluntary,Career Growth,4.4,1,10000.0,الغربية - طنطا
EMP-10318,2025-10-20,2025-11-26,Voluntary,Personal Reasons,3.0,1,22500.0,الجيزة - الدقي
EMP-16729,2025-01-07,2025-02-04,Voluntary,Burnout & Overwork,4.8,1,19500.0,الغربية - طنطا
EMP-15814,2025-04-01,2025-05-09,Voluntary,Relocation,3.0,1,14500.0,الغربية - طنطا
EMP-10375,2024-12-18,2025-01-09,Voluntary,Direct Management,3.1,0,14500.0,الجيزة - 6 أكتوبر
EMP-10317,2025-07-13,2025-08-11,Voluntary,Compensation & Market Rate,4.6,1,16500.0,دمياط - دمياط الجديدة
EMP-13520,2025-07-08,2025-08-21,Voluntary,Compensation & Market Rate,3.8,1,15000.0,الدقهلية - المنصورة
EMP-16437,2025-09-14,2025-10-28,Voluntary,Career Growth,4.2,1,15000.0,الجيزة - الدقي
EMP-10771,2025-10-25,2025-12-03,Voluntary,Direct Management,2.9,0,21500.0,دمياط - دمياط الجديدة
EMP-13386,2025-03-25,2025-04-20,Voluntary,Direct Management,5.0,0,18000.0,بورسعيد - الشرق
EMP-11794,2025-09-07,2025-10-17,Voluntary,Career Growth,3.9,1,14000.0,القاهرة - المعادي
EMP-11311,2025-03-13,2025-04-15,Voluntary,Direct Management,4.8,0,28500.0,الإسكندرية - لوران
EMP-11613,2025-11-10,2025-12-17,Voluntary,Career Growth,4.0,1,15000.0,الجيزة - 6 أكتوبر
EMP-15012,2025-11-05,2025-12-08,Voluntary,Direct Management,3.1,0,34500.0,الدقهلية - المنصورة
EMP-15418,2025-05-01,2025-06-08,Voluntary,Burnout & Overwork,3.2,1,21000.0,القاهرة - التجمع الخامس
EMP-14171,2025-11-10,2025-11-25,Voluntary,Relocation,3.2,1,16500.0,الجيزة - الدقي
EMP-16892,2025-10-13,2025-11-07,Voluntary,Relocation,2.9,1,16500.0,الدقهلية - المنصورة
EMP-12664,2025-01-03,2025-02-12,Voluntary,Compensation & Market Rate,4.1,1,12500.0,أسيوط - أسيوط الجديدة
EMP-14346,2025-10-27,2025-11-21,Voluntary,Career Growth,4.8,1,17000.0,الإسكندرية - لوران
EMP-12467,2025-09-05,2025-10-19,Voluntary,Career Growth,4.1,1,22500.0,القاهرة - القرية الذكية
EMP-16946,2024-12-11,2025-01-02,Voluntary,Compensation & Market Rate,4.0,1,17500.0,أسيوط - أسيوط الجديدة
EMP-16675,2025-11-24,2025-12-18,Voluntary,Compensation & Market Rate,4.4,1,18000.0,دمياط - دمياط الجديدة
EMP-11541,2025-02-18,2025-03-11,Voluntary,Direct Management,3.8,0,21500.0,الجيزة - 6 أكتوبر
EMP-11110,2025-10-07,2025-11-07,Voluntary,Career Growth,4.0,1,16000.0,بورسعيد - الشرق
EMP-14833,2024-12-17,2025-01-20,Voluntary,Burnout & Overwork,4.5,1,22000.0,بورسعيد - الشرق
EMP-11082,2025-06-05,2025-06-21,Voluntary,Direct Management,2.9,0,39000.0,أسيوط - أسيوط الجديدة
EMP-10769,2024-12-16,2025-01-08,Voluntary,Compensation & Market Rate,5.0,1,15000.0,الجيزة - الدقي
EMP-13546,2025-07-09,2025-08-21,Voluntary,Career Growth,3.9,1,24500.0,دمياط - دمياط الجديدة
EMP-11524,2025-05-16,2025-06-18,Voluntary,Burnout & Overwork,4.9,1,23000.0,أسيوط - أسيوط الجديدة
EMP-14483,2025-12-01,2025-12-20,Voluntary,Direct Management,3.4,0,19500.0,الجيزة - الشيخ زايد
EMP-12375,2025-05-22,2025-06-27,Voluntary,Career Growth,4.9,1,12000.0,بورسعيد - الشرق
EMP-15466,2025-10-31,2025-12-14,Voluntary,Career Growth,4.7,1,11000.0,الإسكندرية - سموحة
EMP-12966,2025-10-23,2025-11-23,Voluntary,Compensation & Market Rate,4.1,1,12500.0,القاهرة - مصر الجديدة
EMP-13510,2025-05-26,2025-07-10,Voluntary,Compensation & Market Rate,4.4,1,24500.0,بورسعيد - الشرق
EMP-14976,2025-09-29,2025-11-01,Voluntary,Burnout & Overwork,4.1,1,14000.0,الدقهلية - المنصورة
EMP-12487,2025-07-30,2025-08-17,Voluntary,Relocation,3.0,1,41000.0,الجيزة - 6 أكتوبر
EMP-15911,2025-09-14,2025-10-26,Voluntary,Career Growth,4.5,1,15000.0,الدقهلية - المنصورة
EMP-10760,2025-02-02,2025-03-05,Voluntary,Relocation,3.2,1,17000.0,الجيزة - الدقي
EMP-12911,2025-08-15,2025-09-18,Voluntary,Compensation & Market Rate,4.8,1,12500.0,الغربية - طنطا
EMP-10621,2025-04-27,2025-05-24,Voluntary,Burnout & Overwork,3.9,1,12000.0,الجيزة - الشيخ زايد
EMP-10483,2025-05-23,2025-07-03,Voluntary,Burnout & Overwork,3.0,1,27500.0,القاهرة - القرية الذكية
EMP-14892,2025-01-17,2025-02-20,Voluntary,Burnout & Overwork,3.4,1,26000.0,الجيزة - 6 أكتوبر
EMP-11821,2025-09-12,2025-09-28,Voluntary,Personal Reasons,3.2,1,42000.0,أسيوط - أسيوط الجديدة
EMP-11513,2025-09-18,2025-10-20,Voluntary,Burnout & Overwork,4.9,1,24500.0,بورسعيد - الشرق
EMP-16049,2025-02-03,2025-03-02,Voluntary,Direct Management,3.8,0,21500.0,القاهرة - القرية الذكية
EMP-13815,2024-12-21,2025-01-11,Voluntary,Career Growth,3.9,1,17500.0,أسيوط - أسيوط الجديدة
EMP-15061,2025-03-08,2025-04-17,Voluntary,Career Growth,4.5,1,23000.0,الإسكندرية - لوران
EMP-12424,2025-04-20,2025-05-24,Voluntary,Burnout & Overwork,3.2,1,37500.0,أسيوط - أسيوط الجديدة
EMP-13019,2025-03-31,2025-04-20,Voluntary,Personal Reasons,4.7,1,39000.0,الغربية - طنطا
EMP-15269,2025-11-07,2025-12-10,Voluntary,Personal Reasons,4.1,1,10000.0,الجيزة - الدقي
EMP-13333,2025-09-09,2025-10-17,Voluntary,Compensation & Market Rate,3.8,1,30500.0,القاهرة - التجمع الخامس
EMP-14328,2025-11-20,2025-12-10,Voluntary,Personal Reasons,4.5,1,16500.0,القاهرة - التجمع الخامس
EMP-10153,2025-08-12,2025-09-05,Voluntary,Direct Management,4.9,0,25500.0,الجيزة - الشيخ زايد
EMP-10327,2025-06-23,2025-07-15,Voluntary,Personal Reasons,2.9,1,36500.0,القاهرة - المعادي
EMP-12246,2025-04-16,2025-05-26,Voluntary,Compensation & Market Rate,4.1,1,14500.0,بورسعيد - الشرق
EMP-12268,2025-06-11,2025-07-08,Voluntary,Compensation & Market Rate,4.9,1,14000.0,دمياط - دمياط الجديدة
EMP-16310,2025-06-15,2025-07-07,Voluntary,Compensation & Market Rate,4.1,1,15500.0,القاهرة - مصر الجديدة
EMP-16374,2025-05-17,2025-06-26,Voluntary,Compensation & Market Rate,4.3,1,15500.0,الجيزة - الشيخ زايد
EMP-14049,2025-09-19,2025-10-24,Voluntary,Career Growth,4.2,1,26500.0,الإسكندرية - لوران
EMP-16526,2025-02-17,2025-03-10,Voluntary,Burnout & Overwork,4.5,1,16500.0,أسيوط - أسيوط الجديدة
EMP-14883,2025-05-02,2025-05-28,Voluntary,Burnout & Overwork,3.6,1,34000.0,الإسكندرية - لوران
EMP-12443,2025-02-14,2025-03-01,Voluntary,Direct Management,3.4,0,26000.0,الجيزة - 6 أكتوبر
EMP-15730,2024-12-14,2025-01-10,Voluntary,Burnout & Overwork,4.4,1,34000.0,القاهرة - التجمع الخامس
EMP-12229,2025-11-15,2025-12-12,Voluntary,Personal Reasons,4.3,1,21500.0,الجيزة - 6 أكتوبر
EMP-11397,2025-03-06,2025-04-07,Voluntary,Direct Management,3.1,0,11000.0,الجيزة - الشيخ زايد
EMP-12959,2025-04-15,2025-05-09,Voluntary,Career Growth,4.9,1,17000.0,أسيوط - أسيوط الجديدة
EMP-10363,2025-09-13,2025-10-23,Voluntary,Career Growth,4.5,1,14500.0,دمياط - دمياط الجديدة
EMP-11897,2025-02-20,2025-03-23,Voluntary,Compensation & Market Rate,4.3,1,30500.0,الدقهلية - المنصورة
EMP-10925,2025-09-18,2025-10-04,Voluntary,Direct Management,3.2,0,12500.0,الجيزة - 6 أكتوبر
EMP-11555,2025-01-27,2025-03-05,Voluntary,Career Growth,4.9,1,11000.0,القاهرة - التجمع الخامس
EMP-11598,2025-08-19,2025-09-09,Voluntary,Compensation & Market Rate,4.6,1,10500.0,بورسعيد - الشرق
EMP-12672,2025-02-03,2025-03-15,Voluntary,Direct Management,5.0,0,12000.0,الجيزة - الدقي
EMP-15195,2025-01-01,2025-01-25,Voluntary,Career Growth,4.7,1,10500.0,الغربية - طنطا
EMP-12112,2025-11-02,2025-12-05,Voluntary,Burnout & Overwork,3.2,1,25500.0,القاهرة - مصر الجديدة
EMP-12843,2025-03-05,2025-04-04,Voluntary,Burnout & Overwork,3.2,1,17500.0,الإسكندرية - لوران
EMP-14310,2025-02-23,2025-03-20,Voluntary,Direct Management,4.5,0,21500.0,الإسكندرية - سموحة
EMP-13056,2025-06-15,2025-07-04,Voluntary,Direct Management,3.3,0,15500.0,القاهرة - مصر الجديدة
EMP-10659,2025-07-26,2025-08-26,Voluntary,Personal Reasons,4.8,1,38000.0,القاهرة - القرية الذكية
EMP-13230,2025-02-01,2025-03-13,Voluntary,Burnout & Overwork,3.9,1,28000.0,القاهرة - القرية الذكية
EMP-12491,2025-04-27,2025-06-04,Voluntary,Direct Management,2.9,0,16500.0,القاهرة - التجمع الخامس
EMP-15676,2025-02-09,2025-03-09,Voluntary,Burnout & Overwork,3.6,1,24500.0,دمياط - دمياط الجديدة
EMP-13684,2024-12-10,2025-01-17,Voluntary,Direct Management,4.2,0,31000.0,الجيزة - 6 أكتوبر
EMP-10344,2024-12-03,2025-01-15,Voluntary,Burnout & Overwork,4.7,1,41000.0,الجيزة - الشيخ زايد
EMP-15888,2025-10-25,2025-11-24,Voluntary,Career Growth,3.9,1,25000.0,الإسكندرية - سموحة
EMP-13448,2025-07-17,2025-08-16,Voluntary,Personal Reasons,3.8,1,24500.0,الجيزة - الدقي
EMP-11546,2025-01-01,2025-01-21,Voluntary,Personal Reasons,4.6,1,23000.0,القاهرة - التجمع الخامس
EMP-14353,2025-09-21,2025-11-02,Voluntary,Compensation & Market Rate,4.4,1,18000.0,الغربية - طنطا
EMP-11181,2025-06-19,2025-07-03,Voluntary,Relocation,3.7,1,19500.0,القاهرة - المعادي
EMP-16057,2025-07-13,2025-08-07,Voluntary,Career Growth,4.4,1,20500.0,الجيزة - الدقي
EMP-10642,2025-10-24,2025-11-11,Voluntary,Personal Reasons,3.7,1,29000.0,بورسعيد - الشرق
EMP-11004,2025-08-18,2025-09-26,Voluntary,Compensation & Market Rate,3.9,1,35500.0,الجيزة - الدقي
EMP-14155,2025-06-11,2025-07-22,Voluntary,Compensation & Market Rate,4.0,1,17000.0,الإسكندرية - لوران
EMP-12940,2025-12-08,2025-12-24,Voluntary,Personal Reasons,3.5,1,14500.0,القاهرة - المعادي
EMP-14070,2025-11-11,2025-12-09,Voluntary,Career Growth,4.0,1,9500.0,الإسكندرية - سموحة
EMP-11906,2025-04-22,2025-06-06,Voluntary,Career Growth,4.0,1,16000.0,الإسكندرية - سموحة
EMP-14977,2025-07-14,2025-08-17,Voluntary,Burnout & Overwork,4.1,1,18500.0,الجيزة - 6 أكتوبر
EMP-13123,2025-08-01,2025-09-02,Voluntary,Career Growth,4.3,1,10500.0,القاهرة - القرية الذكية
EMP-12970,2025-08-13,2025-09-19,Voluntary,Compensation & Market Rate,3.9,1,16000.0,أسيوط - أسيوط الجديدة
EMP-15978,2025-10-04,2025-11-10,Voluntary,Relocation,3.3,1,17000.0,دمياط - دمياط الجديدة
EMP-12282,2025-07-14,2025-08-06,Voluntary,Direct Management,3.3,0,16500.0,القاهرة - مصر الجديدة
EMP-10406,2025-07-16,2025-08-09,Voluntary,Compensation & Market Rate,4.3,1,13500.0,بورسعيد - الشرق
EMP-13085,2025-07-25,2025-08-19,Voluntary,Career Growth,4.2,1,16500.0,القاهرة - المعادي
EMP-14308,2025-08-24,2025-09-23,Voluntary,Compensation & Market Rate,4.2,1,22500.0,الغربية - طنطا
EMP-12815,2025-07-30,2025-08-22,Voluntary,Relocation,4.5,1,18000.0,الجيزة - الدقي
EMP-16143,2025-01-03,2025-01-26,Voluntary,Personal Reasons,3.0,1,15500.0,الإسكندرية - سموحة
EMP-13536,2025-07-29,2025-09-02,Voluntary,Compensation & Market Rate,4.4,1,14000.0,بورسعيد - الشرق
EMP-11529,2025-09-08,2025-10-16,Voluntary,Direct Management,3.2,0,27500.0,القاهرة - التجمع الخامس
EMP-13641,2025-08-20,2025-09-10,Voluntary,Direct Management,4.4,0,29500.0,القاهرة - مصر الجديدة
EMP-14554,2025-09-29,2025-10-23,Voluntary,Burnout & Overwork,2.9,1,30500.0,الإسكندرية - لوران
EMP-16724,2025-08-11,2025-09-18,Voluntary,Relocation,3.1,1,14500.0,الجيزة - الشيخ زايد
EMP-15604,2025-07-30,2025-08-20,Voluntary,Career Growth,4.6,1,12000.0,الجيزة - الدقي
EMP-13330,2025-10-08,2025-11-10,Voluntary,Personal Reasons,3.4,1,18000.0,القاهرة - مصر الجديدة
EMP-14989,2025-09-07,2025-10-01,Voluntary,Compensation & Market Rate,4.3,1,17500.0,الدقهلية - المنصورة
EMP-11492,2025-07-22,2025-08-26,Voluntary,Direct Management,3.9,0,19000.0,دمياط - دمياط الجديدة
EMP-11887,2025-01-07,2025-02-02,Voluntary,Career Growth,4.1,1,14000.0,الدقهلية - المنصورة
EMP-11978,2025-09-22,2025-10-20,Voluntary,Compensation & Market Rate,4.3,1,12000.0,القاهرة - التجمع الخامس
EMP-11851,2025-04-17,2025-05-10,Voluntary,Burnout & Overwork,4.4,1,21000.0,الجيزة - 6 أكتوبر
