EmployeeID,EventType,EffectiveDate,PreviousValue,NewValue,Salary_EGP,IsTerminated
EMP-14099,TRANSFER,2019-02-11,القاهرة - التجمع الخامس,الجيزة - الدقي,16150,0
EMP-15696,HIRE,2019-02-11,,فرع المعادي,18023,0
EMP-12029,HIRE,2019-02-12,,القاهره المعادي,11164,0
EMP-12082,HIRE,2019-02-13,,الجيزة - الدقي,14418,0
EMP-15630,PROMOTION,2019-02-13,8898,15771,15771,0
EMP-12267,TRANSFER,2019-02-13,الاسكندرية سموحة,فرع المعادي,9399,0
EMP-11671,HIRE,2019-02-13,,بورسعيد - الشرق,15062,0
EMP-10360,PROMOTION,2019-02-14,12034,19415,19415,0
EMP-14648,PROMOTION,2019-02-14,18287,24600,24600,0
EMP-12784,PROMOTION,2019-02-14,18439,21282,21282,0
EMP-16425,TRANSFER,2019-02-15,القاهره المعادي,القاهره المعادي,16254,0
EMP-15261,TRANSFER,2019-02-15,الجيزة - الدقي,الاسكندرية سموحة,7673,0
EMP-15882,HIRE,2019-02-15,,الدقي,9390,0
EMP-14389,HIRE,2019-02-15,,بورسعيد,11690,0
EMP-10533,HIRE,2019-02-15,,سموحة,10175,0
EMP-14982,TRANSFER,2019-02-15,القاهرة - المعادي,القاهره المعادي,9878,0
EMP-16936,HIRE,2019-02-16,,الجيزة - الدقي,11910,0
EMP-14156,HIRE,2019-02-16,,الإسكندرية - سموحة,14754,0
EMP-11725,TRANSFER,2019-02-17,سموحة,سموحة,16641,0
EMP-11868,HIRE,2019-02-17,,الإسكندرية - سموحة,7207,0
EMP-11894,HIRE,2019-02-17,,سموحة,19406,0
EMP-14663,PROMOTION,2019-02-17,14682,19718,19718,0
EMP-15816,HIRE,2019-02-18,,الدقي,13014,0
EMP-14866,HIRE,2019-02-19,,سموحة,8060,0
EMP-16156,HIRE,2019-02-19,,الدقي,15416,0
EMP-14577,HIRE,2019-02-19,,سموحة,18479,0
EMP-11461,TRANSFER,2019-02-19,القاهره المعادي,القاهرة - التجمع الخامس,17779,0
EMP-12053,PROMOTION,2019-02-19,17917,21615,21615,0
EMP-14409,PROMOTION,2019-02-19,12529,16941,16941,0
EMP-12454,HIRE,2019-02-19,,القاهرة - التجمع الخامس,16158,0
EMP-10662,TRANSFER,2019-02-20,التجمع,القاهرة - المعادي,15924,0
EMP-14694,TERMINATION,2019-02-20,ACTIVE,Resignation,15584,1
EMP-12523,TRANSFER,2019-02-20,بورسعيد,الدقي,17990,0
EMP-14296,HIRE,2019-02-20,,الجيزة - الدقي,15858,0
EMP-14351,TRANSFER,2019-02-21,الجيزة - الدقي,القاهرة - التجمع الخامس,21305,0
EMP-13005,HIRE,2019-02-21,,القاهره المعادي,12907,0
EMP-14508,TRANSFER,2019-02-22,التجمع,القاهره المعادي,14381,0
EMP-14249,HIRE,2019-02-22,,الجيزة - الدقي,8228,0
EMP-16514,HIRE,2019-02-22,,الاسكندرية سموحة,14479,0
EMP-14323,HIRE,2019-02-22,,الإسكندرية - سموحة,18327,0
EMP-14045,HIRE,2019-02-23,,فرع المعادي,8165,0
EMP-16478,HIRE,2019-02-23,,بورسعيد - الشرق,8124,0
EMP-16984,HIRE,2019-02-23,,الدقي,17119,0
EMP-14711,TRANSFER,2019-02-23,الجيزة - الدقي,بورسعيد,19578,0
EMP-15599,TRANSFER,2019-02-23,بورسعيد - الشرق,الجيزة - الدقي,14617,0
EMP-11969,HIRE,2019-02-24,,فرع المعادي,8360,0
EMP-14709,PROMOTION,2019-02-24,19514,23412,23412,0
EMP-13096,HIRE,2019-02-24,,بورسعيد,15042,0
EMP-15936,HIRE,2019-02-24,,الاسكندرية سموحة,12782,0
EMP-14037,HIRE,2019-02-26,,بورسعيد - الشرق,12881,0
EMP-15519,TERMINATION,2019-02-26,ACTIVE,NULL,19434,1
EMP-11103,HIRE,2019-02-26,,القاهره المعادي,18375,0
EMP-16740,HIRE,2019-02-26,,بورسعيد - الشرق,14441,0
EMP-11442,TRANSFER,2019-02-27,الإسكندرية - سموحة,الاسكندرية سموحة,11630,0
EMP-16573,HIRE,2019-02-27,,القاهرة - التجمع الخامس,9192,0
EMP-10795,TERMINATION,2019-02-27,ACTIVE,Relocation,14538,1
EMP-12613,HIRE,2019-02-27,,بورسعيد,18761,0
EMP-11131,HIRE,2019-02-27,,بورسعيد - الشرق,14667,0
EMP-13426,HIRE,2019-02-27,,الجيزة - الدقي,17155,0
EMP-13635,HIRE,2019-02-28,,بورسعيد - الشرق,14576,0
EMP-14087,HIRE,2019-02-28,,القاهره المعادي,11889,0
EMP-12705,HIRE,2019-02-28,,القاهره المعادي,12515,0
EMP-16755,PROMOTION,2019-02-28,12464,16985,16985,0
EMP-11097,HIRE,2019-02-28,,الاسكندرية سموحة,9975,0
EMP-16857,PROMOTION,2019-03-01,18220,25450,25450,0
EMP-16602,PROMOTION,2019-03-01,11644,16801,16801,0
EMP-13092,HIRE,2019-03-01,,القاهرة - التجمع الخامس,7648,0
EMP-12456,HIRE,2019-03-02,,الاسكندرية سموحة,17382,0
EMP-10182,TERMINATION,2019-03-02,ACTIVE,Resignation,12309,1
EMP-15663,HIRE,2019-03-02,,بورسعيد - الشرق,8712,0
EMP-16336,HIRE,2019-03-02,,التجمع,7934,0
EMP-11256,HIRE,2019-03-02,,القاهره المعادي,13453,0
EMP-13766,PROMOTION,2019-03-03,16015,18392,18392,0
EMP-14285,PROMOTION,2019-03-03,17715,20512,20512,0
EMP-13606,HIRE,2019-03-03,,الاسكندرية سموحة,17240,0
EMP-15149,TRANSFER,2019-03-04,فرع المعادي,سموحة,19038,0
EMP-13796,HIRE,2019-03-04,,الاسكندرية سموحة,14220,0
EMP-16744,PROMOTION,2019-03-04,10701,15504,15504,0
EMP-11546,HIRE,2019-03-05,,بورسعيد - الشرق,10163,0
EMP-12920,HIRE,2019-03-05,,القاهره المعادي,19504,0
EMP-15668,HIRE,2019-03-05,,بورسعيد,15508,0
EMP-10599,HIRE,2019-03-06,,القاهرة - التجمع الخامس,16868,0
EMP-11253,HIRE,2019-03-06,,فرع المعادي,16651,0
EMP-15609,HIRE,2019-03-07,,القاهرة - المعادي,7117,0
EMP-11597,HIRE,2019-03-07,,بورسعيد,8729,0
EMP-16863,PROMOTION,2019-03-07,8647,15012,15012,0
EMP-15556,HIRE,2019-03-07,,التجمع,17330,0
EMP-12799,TRANSFER,2019-03-07,القاهرة - التجمع الخامس,سموحة,16646,0
EMP-15879,HIRE,2019-03-07,,التجمع,15648,0
EMP-10909,PROMOTION,2019-03-08,16331,20466,20466,0
EMP-13856,TRANSFER,2019-03-08,القاهرة - المعادي,القاهره المعادي,13880,0
EMP-11338,HIRE,2019-03-08,,الاسكندرية سموحة,8016,0
EMP-16347,HIRE,2019-03-09,,القاهره المعادي,16305,0
EMP-11209,PROMOTION,2019-03-09,9582,11791,11791,0
EMP-13929,TERMINATION,2019-03-10,ACTIVE,Fired,18635,1
EMP-12629,HIRE,2019-03-10,,القاهرة - المعادي,8763,0
EMP-10839,HIRE,2019-03-10,,الدقي,13205,0
EMP-15451,TRANSFER,2019-03-10,فرع المعادي,التجمع,7704,0
EMP-14590,HIRE,2019-03-10,,الإسكندرية - سموحة,12730,0
EMP-14983,HIRE,2019-03-10,,القاهرة - المعادي,12781,0
EMP-10514,HIRE,2019-03-11,,الدقي,19020,0
EMP-10414,HIRE,2019-03-11,,الاسكندرية سموحة,8075,0
EMP-12718,HIRE,2019-03-11,,القاهرة - التجمع الخامس,17583,0
EMP-14746,HIRE,2019-03-12,,بورسعيد - الشرق,10952,0
EMP-10031,PROMOTION,2019-03-12,16710,23435,23435,0
EMP-13276,TERMINATION,2019-03-12,ACTIVE,Resignation,16200,1
EMP-14699,HIRE,2019-03-12,,القاهرة - التجمع الخامس,11003,0
EMP-16455,HIRE,2019-03-12,,الاسكندرية سموحة,17720,0
EMP-10082,HIRE,2019-03-13,,الاسكندرية سموحة,10853,0
EMP-11384,HIRE,2019-03-13,,الجيزة - الدقي,17933,0
EMP-16506,HIRE,2019-03-13,,القاهره المعادي,17552,0
EMP-15188,HIRE,2019-03-14,,القاهرة - التجمع الخامس,18804,0
EMP-15076,HIRE,2019-03-14,,الجيزة - الدقي,18797,0
EMP-11298,HIRE,2019-03-14,,سموحة,11482,0
EMP-11008,HIRE,2019-03-15,,سموحة,19044,0
EMP-11791,PROMOTION,2019-03-15,18468,25477,25477,0
EMP-12864,HIRE,2019-03-15,,فرع المعادي,7587,0
EMP-10848,HIRE,2019-03-15,,سموحة,12591,0
EMP-12061,HIRE,2019-03-16,,التجمع,11742,0
EMP-12198,HIRE,2019-03-16,,القاهرة - المعادي,8763,0
EMP-14359,TERMINATION,2019-03-17,ACTIVE,Resignation,17613,1
EMP-12485,TRANSFER,2019-03-17,القاهره المعادي,بورسعيد - الشرق,13458,0
EMP-14684,PROMOTION,2019-03-17,18073,25547,25547,0
EMP-10311,HIRE,2019-03-17,,القاهرة - المعادي,18075,0
EMP-13479,PROMOTION,2019-03-18,17476,20001,20001,0
EMP-13404,HIRE,2019-03-18,,بورسعيد - الشرق,16900,0
EMP-10657,HIRE,2019-03-18,,التجمع,16553,0
EMP-13381,TERMINATION,2019-03-18,ACTIVE,Relocation,17048,1
EMP-16113,PROMOTION,2019-03-18,12977,20729,20729,0
EMP-15412,TRANSFER,2019-03-18,الدقي,القاهرة - التجمع الخامس,11518,0
EMP-16015,TRANSFER,2019-03-19,التجمع,الجيزة - الدقي,12418,0
EMP-14676,HIRE,2019-03-19,,بورسعيد,12200,0
EMP-16350,HIRE,2019-03-19,,سموحة,8145,0
EMP-15724,HIRE,2019-03-20,,القاهرة - المعادي,9383,0
EMP-11917,TRANSFER,2019-03-20,بورسعيد,القاهرة - التجمع الخامس,11548,0
EMP-11431,PROMOTION,2019-03-20,7492,15091,15091,0
EMP-11741,TRANSFER,2019-03-21,سموحة,فرع المعادي,8977,0
EMP-16157,HIRE,2019-03-21,,الجيزة - الدقي,15605,0
EMP-16661,HIRE,2019-03-21,,التجمع,14272,0
EMP-16213,HIRE,2019-03-22,,الاسكندرية سموحة,9947,0
EMP-10163,TRANSFER,2019-03-23,الدقي,القاهرة - المعادي,15521,0
EMP-12581,PROMOTION,2019-03-23,12826,19488,19488,0
EMP-13223,PROMOTION,2019-03-23,15538,19436,19436,0
EMP-15450,HIRE,2019-03-23,,بورسعيد - الشرق,12527,0
EMP-13105,HIRE,2019-03-24,,الدقي,17664,0
EMP-15381,HIRE,2019-03-24,,القاهرة - التجمع الخامس,16100,0
EMP-10852,TRANSFER,2019-03-24,التجمع,القاهرة - المعادي,15819,0
EMP-12396,HIRE,2019-03-24,,بورسعيد,7345,0
EMP-15500,TRANSFER,2019-03-25,الاسكندرية سموحة,بورسعيد,15433,0
EMP-10158,TRANSFER,2019-03-25,القاهرة - التجمع الخامس,القاهره المعادي,12482,0
EMP-16594,HIRE,2019-03-26,,بورسعيد,16810,0
EMP-10992,PROMOTION,2019-03-27,12438,15287,15287,0
EMP-14961,PROMOTION,2019-03-27,18800,22384,22384,0
EMP-14154,HIRE,2019-03-27,,القاهرة - التجمع الخامس,17259,0
EMP-13662,TRANSFER,2019-03-27,بورسعيد - الشرق,القاهرة - المعادي,8852,0
EMP-11197,HIRE,2019-03-27,,سموحة,10561,0
EMP-15189,HIRE,2019-03-27,,الجيزة - الدقي,11544,0
EMP-16325,HIRE,2019-03-27,,سموحة,17439,0
EMP-15586,HIRE,2019-03-27,,الجيزة - الدقي,13927,0
EMP-16141,TRANSFER,2019-03-27,الإسكندرية - سموحة,الإسكندرية - سموحة,14838,0
EMP-15189,HIRE,2019-03-27,,الجيزة - الدقي,11544,0
EMP-13779,TRANSFER,2019-03-28,الإسكندرية - سموحة,سموحة,13906,0
EMP-14278,HIRE,2019-03-28,,بورسعيد - الشرق,9247,0
EMP-16489,TRANSFER,2019-03-28,الاسكندرية سموحة,القاهرة - المعادي,18743,0
EMP-12811,HIRE,2019-03-28,,التجمع,7607,0
EMP-12811,HIRE,2019-03-28,,التجمع,7607,0
EMP-12641,HIRE,2019-03-29,,الجيزة - الدقي,9943,0
EMP-12533,HIRE,2019-03-29,,الإسكندرية - سموحة,7502,0
EMP-15443,HIRE,2019-03-29,,القاهرة - التجمع الخامس,14718,0
EMP-16695,TRANSFER,2019-03-30,بورسعيد - الشرق,فرع المعادي,12923,0
EMP-14703,HIRE,2019-03-30,,الجيزة - الدقي,17540,0
EMP-13248,HIRE,2019-03-30,,الدقي,16981,0
EMP-15649,PROMOTION,2019-03-31,13720,21602,21602,0
EMP-13451,HIRE,2019-03-31,,الدقي,15308,0
EMP-12810,HIRE,2019-03-31,,الإسكندرية - سموحة,11390,0
EMP-10306,TRANSFER,2019-03-31,الإسكندرية - سموحة,بورسعيد - الشرق,14720,0
EMP-13340,PROMOTION,2019-03-31,15120,17702,17702,0
EMP-11022,HIRE,2019-03-31,,الإسكندرية - سموحة,12563,0
EMP-12124,HIRE,2019-03-31,,الإسكندرية - سموحة,7206,0
EMP-12576,PROMOTION,2019-03-31,10858,16440,16440,0
EMP-10851,PROMOTION,2019-04-01,10787,15565,15565,0
EMP-14695,PROMOTION,2019-04-01,9330,11965,11965,0
EMP-15174,HIRE,2019-04-01,,فرع المعادي,12563,0
EMP-11287,TERMINATION,2019-04-02,ACTIVE,NULL,8077,1
EMP-16030,HIRE,2019-04-02,,القاهره المعادي,9345,0
EMP-10869,HIRE,2019-04-02,,بورسعيد,17735,0
EMP-14637,HIRE,2019-04-02,,القاهرة - المعادي,18505,0
EMP-14887,PROMOTION,2019-04-02,16733,21239,21239,0
EMP-10578,TRANSFER,2019-04-03,فرع المعادي,القاهرة - المعادي,13765,0
EMP-12167,HIRE,2019-04-03,,الاسكندرية سموحة,18107,0
EMP-11730,HIRE,2019-04-04,,سموحة,19279,0
EMP-13491,HIRE,2019-04-04,,الجيزة - الدقي,12897,0
EMP-16647,PROMOTION,2019-04-05,12074,18730,18730,0
EMP-11080,TRANSFER,2019-04-05,القاهرة - التجمع الخامس,القاهرة - التجمع الخامس,18871,0
EMP-15200,HIRE,2019-04-05,,بورسعيد,7660,0
EMP-11456,TERMINATION,2019-04-05,ACTIVE,Relocation,9811,1
EMP-14342,HIRE,2019-04-05,,الاسكندرية سموحة,17084,0
EMP-14019,HIRE,2019-04-06,,الدقي,8285,0
EMP-14226,TERMINATION,2019-04-06,ACTIVE,Fired,18241,1
EMP-12134,TRANSFER,2019-04-06,فرع المعادي,سموحة,16231,0
EMP-16174,HIRE,2019-04-06,,الدقي,12703,0
EMP-11627,HIRE,2019-04-06,,التجمع,14545,0
EMP-10966,PROMOTION,2019-04-07,19477,27031,27031,0
EMP-15819,HIRE,2019-04-07,,الاسكندرية سموحة,11936,0
EMP-11093,TRANSFER,2019-04-07,الاسكندرية سموحة,الدقي,11126,0
EMP-13588,HIRE,2019-04-08,,الدقي,8900,0
EMP-11226,HIRE,2019-04-08,,القاهره المعادي,17731,0
EMP-14624,TRANSFER,2019-04-08,القاهره المعادي,الاسكندرية سموحة,11377,0
EMP-10549,HIRE,2019-04-08,,الإسكندرية - سموحة,18750,0
EMP-12289,TRANSFER,2019-04-08,الجيزة - الدقي,بورسعيد,7823,0
EMP-14496,HIRE,2019-04-09,,الاسكندرية سموحة,17928,0
EMP-16912,PROMOTION,2019-04-09,10657,17995,17995,0
EMP-16026,HIRE,2019-04-09,,فرع المعادي,15933,0
EMP-11157,HIRE,2019-04-09,,القاهرة - المعادي,10744,0
EMP-10078,HIRE,2019-04-10,,القاهرة - التجمع الخامس,9215,0
EMP-11521,HIRE,2019-04-10,,سموحة,16719,0
EMP-10631,HIRE,2019-04-10,,بورسعيد - الشرق,15922,0
EMP-11842,HIRE,2019-04-10,,الدقي,16738,0
EMP-10021,HIRE,2019-04-10,,بورسعيد - الشرق,18087,0
EMP-11016,PROMOTION,2019-04-10,11560,14600,14600,0
EMP-14540,HIRE,2019-04-10,,الجيزة - الدقي,11218,0
EMP-16721,PROMOTION,2019-04-11,12064,18732,18732,0
EMP-12148,TRANSFER,2019-04-11,الإسكندرية - سموحة,الاسكندرية سموحة,17974,0
EMP-16146,HIRE,2019-04-11,,القاهرة - المعادي,7218,0
EMP-14343,HIRE,2019-04-11,,سموحة,9238,0
EMP-15481,HIRE,2019-04-11,,التجمع,15984,0
EMP-16930,TRANSFER,2019-04-12,التجمع,التجمع,10326,0
EMP-14655,TRANSFER,2019-04-12,بورسعيد,القاهرة - التجمع الخامس,9233,0
EMP-11927,HIRE,2019-04-12,,بورسعيد,16913,0
EMP-12103,TERMINATION,2019-04-12,ACTIVE,Resignation,21605,1
EMP-14655,TRANSFER,2019-04-12,بورسعيد,القاهرة - التجمع الخامس,9233,0
EMP-12681,PROMOTION,2019-04-12,13551,17961,17961,0
EMP-15717,HIRE,2019-04-12,,سموحة,12122,0
EMP-10185,PROMOTION,2019-04-13,10234,14972,14972,0
EMP-10174,HIRE,2019-04-13,,فرع المعادي,19586,0
EMP-11965,TRANSFER,2019-04-13,القاهرة - التجمع الخامس,الجيزة - الدقي,8253,0
EMP-16347,TRANSFER,2019-04-13,القاهره المعادي,بورسعيد - الشرق,16305,0
EMP-13403,HIRE,2019-04-13,,الاسكندرية سموحة,7998,0
EMP-10023,HIRE,2019-04-14,,الدقي,14453,0
EMP-16271,PROMOTION,2019-04-14,16000,21489,21489,0
EMP-14832,HIRE,2019-04-14,,سموحة,15880,0
EMP-15601,PROMOTION,2019-04-14,19151,24410,24410,0
EMP-13909,TRANSFER,2019-04-15,الجيزة - الدقي,الجيزة - الدقي,21157,0
EMP-12021,HIRE,2019-04-15,,بورسعيد - الشرق,8142,0
EMP-12495,PROMOTION,2019-04-15,9360,16330,16330,0
EMP-14795,HIRE,2019-04-15,,الدقي,14569,0
EMP-13483,HIRE,2019-04-15,,الاسكندرية سموحة,12319,0
EMP-11635,HIRE,2019-04-15,,بورسعيد,15464,0
EMP-11453,HIRE,2019-04-16,,القاهرة - التجمع الخامس,16331,0
EMP-13661,TRANSFER,2019-04-16,التجمع,الجيزة - الدقي,15510,0
EMP-13036,HIRE,2019-04-16,,القاهره المعادي,10023,0
EMP-12696,TRANSFER,2019-04-17,بورسعيد,بورسعيد,10678,0
EMP-10940,HIRE,2019-04-17,,الجيزة - الدقي,15002,0
EMP-13441,HIRE,2019-04-17,,الجيزة - الدقي,12978,0
EMP-10874,HIRE,2019-04-18,,الجيزة - الدقي,14640,0
EMP-16307,TRANSFER,2019-04-19,سموحة,الإسكندرية - سموحة,17314,0
EMP-16638,HIRE,2019-04-19,,القاهره المعادي,9783,0
EMP-13400,TRANSFER,2019-04-20,بورسعيد - الشرق,الاسكندرية سموحة,16336,0
EMP-13202,TRANSFER,2019-04-21,الجيزة - الدقي,الاسكندرية سموحة,12216,0
EMP-10351,PROMOTION,2019-04-21,16543,21557,21557,0
EMP-11644,HIRE,2019-04-21,,الإسكندرية - سموحة,14221,0
EMP-11261,HIRE,2019-04-22,,بورسعيد,18541,0
EMP-11047,HIRE,2019-04-23,,بورسعيد,16113,0
EMP-12164,HIRE,2019-04-23,,بورسعيد,9128,0
EMP-15970,HIRE,2019-04-23,,القاهرة - التجمع الخامس,18598,0
EMP-11952,HIRE,2019-04-23,,الاسكندرية سموحة,13975,0
EMP-12411,TRANSFER,2019-04-24,القاهرة - المعادي,الدقي,15824,0
EMP-12555,HIRE,2019-04-24,,سموحة,16714,0
EMP-15815,PROMOTION,2019-04-25,8218,14693,14693,0
EMP-16452,HIRE,2019-04-25,,الجيزة - الدقي,7180,0
EMP-11267,HIRE,2019-04-25,,بورسعيد,10602,0
EMP-14844,TRANSFER,2019-04-25,الاسكندرية سموحة,القاهرة - المعادي,16368,0
EMP-10165,TRANSFER,2019-04-25,الاسكندرية سموحة,التجمع,14726,0
EMP-11406,TRANSFER,2019-04-26,بورسعيد,الجيزة - الدقي,17200,0
EMP-10381,PROMOTION,2019-04-26,19136,22014,22014,0
EMP-12271,HIRE,2019-04-26,,فرع المعادي,7666,0
EMP-12995,HIRE,2019-04-26,,التجمع,18825,0
EMP-16639,PROMOTION,2019-04-26,8787,12929,12929,0
EMP-10790,HIRE,2019-04-26,,التجمع,13636,0
EMP-10944,TRANSFER,2019-04-26,فرع المعادي,سموحة,14060,0
EMP-14758,HIRE,2019-04-26,,الاسكندرية سموحة,14571,0
EMP-11499,TERMINATION,2019-04-26,ACTIVE,Relocation,16684,1
EMP-12559,HIRE,2019-04-27,,الاسكندرية سموحة,13378,0
EMP-16841,HIRE,2019-04-27,,القاهرة - التجمع الخامس,11123,0
EMP-16963,HIRE,2019-04-27,,الإسكندرية - سموحة,12132,0
EMP-13798,HIRE,2019-04-27,,التجمع,14795,0
EMP-16270,PROMOTION,2019-04-28,7772,15426,15426,0
EMP-11679,HIRE,2019-04-28,,سموحة,9989,0
EMP-14628,PROMOTION,2019-04-28,17937,25396,25396,0
EMP-15697,PROMOTION,2019-04-29,15285,21695,21695,0
EMP-14664,HIRE,2019-04-29,,القاهرة - المعادي,11545,0
EMP-14085,TRANSFER,2019-04-29,الاسكندرية سموحة,الإسكندرية - سموحة,7053,0
EMP-16752,PROMOTION,2019-04-29,18004,22921,22921,0
EMP-12835,HIRE,2019-04-30,,الاسكندرية سموحة,13801,0
EMP-11113,PROMOTION,2019-04-30,15575,19242,19242,0
EMP-13348,HIRE,2019-05-01,,القاهرة - المعادي,13311,0
EMP-11122,TERMINATION,2019-05-01,ACTIVE,Resignation,7908,1
EMP-15342,HIRE,2019-05-01,,الإسكندرية - سموحة,19685,0
EMP-10280,HIRE,2019-05-01,,الجيزة - الدقي,11765,0
EMP-11281,HIRE,2019-05-01,,القاهره المعادي,16218,0
EMP-12818,TRANSFER,2019-05-01,الجيزة - الدقي,القاهرة - المعادي,12230,0
EMP-12212,HIRE,2019-05-02,,القاهرة - المعادي,14641,0
EMP-15162,PROMOTION,2019-05-02,8268,15187,15187,0
EMP-11777,PROMOTION,2019-05-03,16102,18632,18632,0
EMP-10609,PROMOTION,2019-05-03,19568,22021,22021,0
EMP-16327,HIRE,2019-05-03,,الإسكندرية - سموحة,13694,0
EMP-11298,PROMOTION,2019-05-03,11482,14115,14115,0
EMP-15756,HIRE,2019-05-04,,القاهره المعادي,13967,0
EMP-15597,PROMOTION,2019-05-04,19722,21755,21755,0
EMP-11586,HIRE,2019-05-05,,الاسكندرية سموحة,14051,0
EMP-13561,HIRE,2019-05-05,,الإسكندرية - سموحة,11477,0
EMP-11764,HIRE,2019-05-05,,الجيزة - الدقي,7983,0
EMP-13674,TERMINATION,2019-05-05,ACTIVE,Relocation,11319,1
EMP-14576,HIRE,2019-05-05,,القاهرة - التجمع الخامس,10053,0
EMP-12049,TERMINATION,2019-05-05,ACTIVE,Relocation,13887,1
EMP-14982,TRANSFER,2019-05-05,القاهره المعادي,الجيزة - الدقي,9878,0
EMP-15317,HIRE,2019-05-05,,القاهرة - المعادي,9762,0
EMP-16388,HIRE,2019-05-05,,القاهرة - التجمع الخامس,18846,0
EMP-15104,HIRE,2019-05-05,,بورسعيد,17919,0
EMP-16264,HIRE,2019-05-05,,الإسكندرية - سموحة,9712,0
EMP-15202,HIRE,2019-05-07,,فرع المعادي,7859,0
EMP-15875,PROMOTION,2019-05-07,10377,13879,13879,0
EMP-13273,HIRE,2019-05-07,,بورسعيد - الشرق,8384,0
EMP-10372,HIRE,2019-05-08,,الإسكندرية - سموحة,11906,0
EMP-11183,HIRE,2019-05-08,,القاهره المعادي,14582,0
EMP-15964,HIRE,2019-05-08,,القاهرة - المعادي,9297,0
EMP-12464,HIRE,2019-05-08,,بورسعيد - الشرق,17899,0
EMP-16003,TERMINATION,2019-05-09,ACTIVE,NULL,7210,1
EMP-13169,HIRE,2019-05-10,,الدقي,19611,0
EMP-11209,TRANSFER,2019-05-10,بورسعيد - الشرق,القاهرة - المعادي,11791,0
EMP-13535,HIRE,2019-05-11,,التجمع,12200,0
EMP-15654,HIRE,2019-05-11,,فرع المعادي,10562,0
EMP-16518,HIRE,2019-05-11,,بورسعيد - الشرق,18077,0
EMP-12956,HIRE,2019-05-12,,القاهرة - المعادي,12260,0
EMP-13451,PROMOTION,2019-05-12,15308,20608,20608,0
EMP-14980,HIRE,2019-05-12,,الإسكندرية - سموحة,17462,0
EMP-16332,TRANSFER,2019-05-13,الاسكندرية سموحة,القاهرة - التجمع الخامس,12009,0
EMP-12070,PROMOTION,2019-05-14,19250,24264,24264,0
EMP-15845,PROMOTION,2019-05-14,10125,15079,15079,0
EMP-13619,HIRE,2019-05-14,,الإسكندرية - سموحة,7240,0
EMP-10881,HIRE,2019-05-14,,بورسعيد,11429,0
EMP-14594,PROMOTION,2019-05-14,18970,26703,26703,0
EMP-11524,HIRE,2019-05-14,,بورسعيد - الشرق,16652,0
EMP-12752,HIRE,2019-05-15,,الجيزة - الدقي,13494,0
EMP-15081,PROMOTION,2019-05-15,16726,22743,22743,0
EMP-12390,HIRE,2019-05-15,,القاهرة - التجمع الخامس,8748,0
EMP-15276,PROMOTION,2019-05-15,17745,23627,23627,0
EMP-16913,HIRE,2019-05-15,,القاهرة - المعادي,17566,0
EMP-11164,HIRE,2019-05-16,,بورسعيد - الشرق,19479,0
EMP-10846,TERMINATION,2019-05-16,ACTIVE,Fired,16059,1
EMP-16474,HIRE,2019-05-16,,فرع المعادي,19698,0
EMP-16284,HIRE,2019-05-16,,القاهرة - التجمع الخامس,17510,0
EMP-14156,TRANSFER,2019-05-16,الإسكندرية - سموحة,القاهرة - التجمع الخامس,14754,0
EMP-10907,PROMOTION,2019-05-18,19217,21250,21250,0
EMP-16020,HIRE,2019-05-18,,بورسعيد,10684,0
EMP-10295,HIRE,2019-05-18,,الجيزة - الدقي,7931,0
EMP-13525,HIRE,2019-05-18,,القاهرة - المعادي,12358,0
EMP-10005,HIRE,2019-05-18,,بورسعيد - الشرق,8815,0
EMP-11351,HIRE,2019-05-18,,الدقي,15248,0
EMP-12337,TRANSFER,2019-05-18,الجيزة - الدقي,فرع المعادي,8951,0
EMP-16112,HIRE,2019-05-18,,الدقي,8437,0
EMP-10860,TRANSFER,2019-05-18,بورسعيد,بورسعيد - الشرق,17669,0
EMP-12086,HIRE,2019-05-18,,القاهرة - التجمع الخامس,18877,0
EMP-14074,HIRE,2019-05-19,,الإسكندرية - سموحة,18255,0
EMP-10826,HIRE,2019-05-19,,التجمع,9218,0
EMP-10965,HIRE,2019-05-19,,الإسكندرية - سموحة,17957,0
EMP-15113,HIRE,2019-05-19,,القاهره المعادي,9740,0
EMP-10544,HIRE,2019-05-20,,بورسعيد - الشرق,15608,0
EMP-14376,PROMOTION,2019-05-20,17104,20587,20587,0
EMP-10890,TRANSFER,2019-05-20,بورسعيد,سموحة,9696,0
EMP-12564,HIRE,2019-05-20,,الإسكندرية - سموحة,9538,0
EMP-14378,PROMOTION,2019-05-20,10084,16350,16350,0
EMP-12207,PROMOTION,2019-05-21,13456,17393,17393,0
EMP-14311,HIRE,2019-05-21,,فرع المعادي,18408,0
EMP-15219,PROMOTION,2019-05-21,17250,19274,19274,0
EMP-11549,PROMOTION,2019-05-21,11744,14574,14574,0
EMP-10146,HIRE,2019-05-21,,التجمع,15069,0
EMP-10753,TRANSFER,2019-05-22,فرع المعادي,سموحة,7122,0
EMP-11446,PROMOTION,2019-05-22,13320,20306,20306,0
EMP-15086,HIRE,2019-05-23,,الدقي,8844,0
EMP-14638,TERMINATION,2019-05-23,ACTIVE,Resignation,13197,1
EMP-11043,HIRE,2019-05-24,,القاهره المعادي,8370,0
EMP-13408,HIRE,2019-05-24,,القاهرة - التجمع الخامس,17930,0
EMP-11701,TRANSFER,2019-05-24,بورسعيد - الشرق,الجيزة - الدقي,19729,0
