EmployeeID,CourseID,CourseName,SkillDomain,CompletionDate,Score,Status,Cost_EGP
EMP-15196,CRS-201,Agile Project Management,Leadership,2025-06-19,78,Completed,1200
EMP-15196,CRS-102,Python for Data Engineering,Tech,2023-04-25,87,Completed,2500
EMP-12163,CRS-103,Power BI DAX Masterclass,Tech,2025-08-30,100,Completed,2000
EMP-12163,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-10-24,85,Completed,800
EMP-12163,CRS-201,Agile Project Management,Leadership,2024-09-23,90,Completed,1200
EMP-14141,CRS-302,Modern Data Stack Architecture,Tech,2023-04-22,78,Completed,4000
EMP-14141,CRS-301,Cloud Security & Compliance,Compliance,2024-09-25,98,Completed,3000
EMP-16786,CRS-302,Modern Data Stack Architecture,Tech,2024-04-29,64,Failed,0
EMP-16786,CRS-302,Modern Data Stack Architecture,Tech,2024-06-07,83,Completed,4000
EMP-12058,CRS-302,Modern Data Stack Architecture,Tech,2024-04-27,76,Completed,4000
EMP-10417,CRS-201,Agile Project Management,Leadership,2024-10-11,63,Failed,0
EMP-10417,CRS-201,Agile Project Management,Leadership,2024-10-30,99,Completed,1200
EMP-10757,CRS-201,Agile Project Management,Leadership,2024-11-12,98,Completed,1200
EMP-10757,CRS-301,Cloud Security & Compliance,Compliance,2023-07-25,92,Completed,3000
EMP-10757,CRS-302,Modern Data Stack Architecture,Tech,2023-05-16,83,Completed,4000
EMP-15197,CRS-301,Cloud Security & Compliance,Compliance,2023-02-26,90,Completed,3000
EMP-15197,CRS-103,Power BI DAX Masterclass,Tech,2025-06-27,70,Completed,2000
EMP-15197,CRS-103,Power BI DAX Masterclass,Tech,2025-08-20,84,Completed,2000
EMP-15197,CRS-201,Agile Project Management,Leadership,2024-10-04,68,Failed,0
EMP-15197,CRS-201,Agile Project Management,Leadership,2024-11-02,91,Completed,1200
EMP-16698,CRS-302,Modern Data Stack Architecture,Tech,2023-09-24,91,Completed,4000
EMP-16698,CRS-301,Cloud Security & Compliance,Compliance,2024-10-16,85,Completed,3000
EMP-12267,CRS-102,Python for Data Engineering,Tech,2026-04-29,95,Completed,2500
EMP-10362,CRS-103,Power BI DAX Masterclass,Tech,2024-01-08,98,Completed,2000
EMP-10030,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-02-17,90,Completed,800
EMP-10030,CRS-102,Python for Data Engineering,Tech,2024-04-13,84,Completed,2500
EMP-10030,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-12-12,82,Completed,1500
EMP-12733,CRS-102,Python for Data Engineering,Tech,2025-01-23,100,Completed,2500
EMP-12733,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-01-29,83,Completed,1500
EMP-16318,CRS-302,Modern Data Stack Architecture,Tech,2023-08-31,92,Completed,4000
EMP-16318,CRS-301,Cloud Security & Compliance,Compliance,2024-06-29,93,Completed,3000
EMP-16318,CRS-201,Agile Project Management,Leadership,2023-09-24,97,Completed,1200
EMP-11072,CRS-302,Modern Data Stack Architecture,Tech,2024-08-02,83,Completed,4000
EMP-15220,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-06-20,89,Completed,1500
EMP-15220,CRS-103,Power BI DAX Masterclass,Tech,2024-05-23,88,Completed,2000
EMP-12146,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-08-18,97,Completed,1500
EMP-16793,CRS-301,Cloud Security & Compliance,Compliance,2025-02-24,93,Completed,3000
EMP-16793,CRS-102,Python for Data Engineering,Tech,2023-05-30,53,Failed,0
EMP-16793,CRS-102,Python for Data Engineering,Tech,2023-07-04,82,Completed,2500
EMP-16073,CRS-103,Power BI DAX Masterclass,Tech,2026-05-26,92,Completed,2000
EMP-13620,CRS-103,Power BI DAX Masterclass,Tech,2025-10-30,82,Completed,2000
EMP-14520,CRS-103,Power BI DAX Masterclass,Tech,2023-09-28,71,Completed,2000
EMP-14520,CRS-103,Power BI DAX Masterclass,Tech,2023-10-28,80,Completed,2000
EMP-15781,CRS-103,Power BI DAX Masterclass,Tech,2023-09-28,80,Completed,2000
EMP-15781,CRS-201,Agile Project Management,Leadership,2025-06-05,54,Failed,0
EMP-15781,CRS-201,Agile Project Management,Leadership,2025-06-21,79,Completed,1200
EMP-13504,CRS-302,Modern Data Stack Architecture,Tech,2024-07-29,99,Completed,4000
EMP-14595,CRS-103,Power BI DAX Masterclass,Tech,2025-11-24,83,Completed,2000
EMP-14595,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-10-08,94,Completed,800
EMP-14595,CRS-302,Modern Data Stack Architecture,Tech,2026-02-12,71,Completed,4000
EMP-14595,CRS-302,Modern Data Stack Architecture,Tech,2026-03-01,82,Completed,4000
EMP-10080,CRS-201,Agile Project Management,Leadership,2024-06-16,92,Completed,1200
EMP-16784,CRS-201,Agile Project Management,Leadership,2023-03-25,81,Completed,1200
EMP-10617,CRS-201,Agile Project Management,Leadership,2023-08-19,73,Completed,1200
EMP-10617,CRS-201,Agile Project Management,Leadership,2023-09-15,84,Completed,1200
EMP-10617,CRS-302,Modern Data Stack Architecture,Tech,2024-01-05,93,Completed,4000
EMP-15661,CRS-301,Cloud Security & Compliance,Compliance,2026-04-14,88,Completed,3000
EMP-11222,CRS-302,Modern Data Stack Architecture,Tech,2026-03-14,83,Completed,4000
EMP-14470,CRS-201,Agile Project Management,Leadership,2023-07-13,70,Completed,1200
EMP-14470,CRS-201,Agile Project Management,Leadership,2023-09-08,78,Completed,1200
EMP-10296,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-08-06,60,Failed,0
EMP-10296,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-09-18,97,Completed,800
EMP-13025,CRS-201,Agile Project Management,Leadership,2024-07-05,69,Failed,0
EMP-13025,CRS-201,Agile Project Management,Leadership,2024-07-21,95,Completed,1200
EMP-13025,CRS-301,Cloud Security & Compliance,Compliance,2025-07-16,100,Completed,3000
EMP-14772,CRS-302,Modern Data Stack Architecture,Tech,2023-09-22,56,Failed,0
EMP-14772,CRS-302,Modern Data Stack Architecture,Tech,2023-11-16,84,Completed,4000
EMP-14772,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-10-23,51,Failed,0
EMP-14772,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-12-14,87,Completed,800
EMP-14527,CRS-103,Power BI DAX Masterclass,Tech,2023-12-31,100,Completed,2000
EMP-11214,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-03-02,82,Completed,1500
EMP-13521,CRS-302,Modern Data Stack Architecture,Tech,2023-11-12,79,Completed,4000
EMP-11045,CRS-302,Modern Data Stack Architecture,Tech,2024-09-27,74,Completed,4000
EMP-11045,CRS-302,Modern Data Stack Architecture,Tech,2024-10-17,86,Completed,4000
EMP-10343,CRS-201,Agile Project Management,Leadership,2025-03-05,78,Completed,1200
EMP-10343,CRS-302,Modern Data Stack Architecture,Tech,2025-05-16,94,Completed,4000
EMP-12526,CRS-102,Python for Data Engineering,Tech,2025-06-08,63,Failed,0
EMP-12526,CRS-102,Python for Data Engineering,Tech,2025-07-13,89,Completed,2500
EMP-12988,CRS-301,Cloud Security & Compliance,Compliance,2023-11-14,86,Completed,3000
EMP-12988,CRS-302,Modern Data Stack Architecture,Tech,2025-12-10,79,Completed,4000
EMP-10327,CRS-302,Modern Data Stack Architecture,Tech,2025-09-05,74,Completed,4000
EMP-10327,CRS-302,Modern Data Stack Architecture,Tech,2025-11-01,84,Completed,4000
EMP-12932,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-03-10,51,Failed,0
EMP-12932,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-03-26,91,Completed,800
EMP-12932,CRS-201,Agile Project Management,Leadership,2023-08-09,83,Completed,1200
EMP-12932,CRS-103,Power BI DAX Masterclass,Tech,2025-08-09,96,Completed,2000
EMP-11721,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-10-28,73,Completed,1500
EMP-11721,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-12-10,80,Completed,1500
EMP-15588,CRS-302,Modern Data Stack Architecture,Tech,2023-04-03,83,Completed,4000
EMP-15588,CRS-201,Agile Project Management,Leadership,2024-09-01,88,Completed,1200
EMP-12045,CRS-201,Agile Project Management,Leadership,2024-06-26,100,Completed,1200
EMP-12045,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-01-19,56,Failed,0
EMP-12045,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-03-11,83,Completed,800
EMP-15464,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-02-06,50,Failed,0
EMP-15464,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-03-02,95,Completed,1500
EMP-15464,CRS-201,Agile Project Management,Leadership,2025-09-04,92,Completed,1200
EMP-15464,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-05-17,79,Completed,800
EMP-10843,CRS-103,Power BI DAX Masterclass,Tech,2023-06-29,54,Failed,0
EMP-10843,CRS-103,Power BI DAX Masterclass,Tech,2023-07-20,75,Completed,2000
EMP-10843,CRS-301,Cloud Security & Compliance,Compliance,2024-01-21,76,Completed,3000
EMP-10843,CRS-201,Agile Project Management,Leadership,2023-10-25,83,Completed,1200
EMP-10843,CRS-302,Modern Data Stack Architecture,Tech,2026-01-08,72,Completed,4000
EMP-10843,CRS-302,Modern Data Stack Architecture,Tech,2026-02-20,79,Completed,4000
EMP-12898,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-08-27,98,Completed,1500
EMP-16391,CRS-201,Agile Project Management,Leadership,2023-02-10,88,Completed,1200
EMP-16391,CRS-302,Modern Data Stack Architecture,Tech,2024-08-26,96,Completed,4000
EMP-14587,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-07-30,83,Completed,1500
EMP-16659,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-02-09,71,Completed,800
EMP-16659,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-03-26,91,Completed,800
EMP-16659,CRS-301,Cloud Security & Compliance,Compliance,2026-04-25,99,Completed,3000
EMP-15085,CRS-201,Agile Project Management,Leadership,2025-12-17,83,Completed,1200
EMP-15085,CRS-102,Python for Data Engineering,Tech,2026-02-07,78,Completed,2500
EMP-15085,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-05-04,73,Completed,1500
EMP-15085,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-06-28,86,Completed,1500
EMP-16140,CRS-201,Agile Project Management,Leadership,2023-02-12,79,Completed,1200
EMP-11267,CRS-201,Agile Project Management,Leadership,2024-04-20,77,Completed,1200
EMP-11940,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-08-17,98,Completed,800
EMP-11940,CRS-301,Cloud Security & Compliance,Compliance,2025-03-10,96,Completed,3000
EMP-11332,CRS-103,Power BI DAX Masterclass,Tech,2023-11-28,76,Completed,2000
EMP-11332,CRS-201,Agile Project Management,Leadership,2023-06-26,74,Completed,1200
EMP-11332,CRS-201,Agile Project Management,Leadership,2023-07-20,94,Completed,1200
EMP-11451,CRS-302,Modern Data Stack Architecture,Tech,2025-05-01,79,Completed,4000
EMP-13378,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-06-18,91,Completed,1500
EMP-13378,CRS-103,Power BI DAX Masterclass,Tech,2025-10-28,51,Failed,0
EMP-13378,CRS-103,Power BI DAX Masterclass,Tech,2025-12-08,78,Completed,2000
EMP-10204,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-04-03,78,Completed,1500
EMP-10204,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-12-28,94,Completed,800
EMP-11470,CRS-102,Python for Data Engineering,Tech,2025-11-21,69,Failed,0
EMP-11470,CRS-102,Python for Data Engineering,Tech,2025-12-08,89,Completed,2500
EMP-16992,CRS-302,Modern Data Stack Architecture,Tech,2023-08-05,89,Completed,4000
EMP-16992,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-07-28,71,Completed,1500
EMP-16992,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-08-21,95,Completed,1500
EMP-12722,CRS-102,Python for Data Engineering,Tech,2025-01-10,93,Completed,2500
EMP-16410,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-10-17,74,Completed,800
EMP-16410,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-11-21,79,Completed,800
EMP-13373,CRS-102,Python for Data Engineering,Tech,2025-06-18,94,Completed,2500
EMP-15488,CRS-302,Modern Data Stack Architecture,Tech,2025-08-28,79,Completed,4000
EMP-16022,CRS-103,Power BI DAX Masterclass,Tech,2025-04-29,90,Completed,2000
EMP-12033,CRS-302,Modern Data Stack Architecture,Tech,2025-12-20,95,Completed,4000
EMP-16820,CRS-201,Agile Project Management,Leadership,2025-11-23,61,Failed,0
EMP-16820,CRS-201,Agile Project Management,Leadership,2025-12-16,99,Completed,1200
EMP-16820,CRS-302,Modern Data Stack Architecture,Tech,2023-01-21,66,Failed,0
EMP-16820,CRS-302,Modern Data Stack Architecture,Tech,2023-02-25,85,Completed,4000
EMP-16820,CRS-301,Cloud Security & Compliance,Compliance,2025-04-02,55,Failed,0
EMP-16820,CRS-301,Cloud Security & Compliance,Compliance,2025-04-18,96,Completed,3000
EMP-11305,CRS-102,Python for Data Engineering,Tech,2025-11-30,83,Completed,2500
EMP-11305,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-02-07,93,Completed,800
EMP-11305,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-12-05,96,Completed,1500
EMP-16451,CRS-102,Python for Data Engineering,Tech,2025-04-07,90,Completed,2500
EMP-16451,CRS-301,Cloud Security & Compliance,Compliance,2026-01-19,95,Completed,3000
EMP-15745,CRS-103,Power BI DAX Masterclass,Tech,2025-04-08,98,Completed,2000
EMP-10886,CRS-103,Power BI DAX Masterclass,Tech,2025-03-09,86,Completed,2000
EMP-13134,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-11-13,79,Completed,1500
EMP-10318,CRS-102,Python for Data Engineering,Tech,2023-02-27,88,Completed,2500
EMP-10318,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-09-14,63,Failed,0
EMP-10318,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-10-01,86,Completed,1500
EMP-13856,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-12-26,71,Completed,800
EMP-13856,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-01-16,89,Completed,800
EMP-11823,CRS-301,Cloud Security & Compliance,Compliance,2023-01-11,80,Completed,3000
EMP-11635,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-05-04,81,Completed,800
EMP-11635,CRS-302,Modern Data Stack Architecture,Tech,2026-03-19,92,Completed,4000
EMP-11635,CRS-301,Cloud Security & Compliance,Compliance,2024-05-22,80,Completed,3000
EMP-13771,CRS-302,Modern Data Stack Architecture,Tech,2025-01-09,64,Failed,0
EMP-13771,CRS-302,Modern Data Stack Architecture,Tech,2025-02-19,88,Completed,4000
EMP-12865,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-05-20,85,Completed,1500
EMP-12501,CRS-301,Cloud Security & Compliance,Compliance,2025-12-13,88,Completed,3000
EMP-11865,CRS-302,Modern Data Stack Architecture,Tech,2026-04-11,90,Completed,4000
EMP-11865,CRS-103,Power BI DAX Masterclass,Tech,2025-06-20,93,Completed,2000
EMP-11827,CRS-102,Python for Data Engineering,Tech,2025-09-19,74,Completed,2500
EMP-11827,CRS-102,Python for Data Engineering,Tech,2025-11-04,91,Completed,2500
EMP-11827,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-08-30,84,Completed,800
EMP-11827,CRS-302,Modern Data Stack Architecture,Tech,2023-11-18,81,Completed,4000
EMP-10194,CRS-302,Modern Data Stack Architecture,Tech,2025-04-16,73,Completed,4000
EMP-10194,CRS-302,Modern Data Stack Architecture,Tech,2025-05-18,76,Completed,4000
EMP-15407,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-09-16,79,Completed,1500
EMP-15407,CRS-103,Power BI DAX Masterclass,Tech,2023-02-27,74,Completed,2000
EMP-15407,CRS-103,Power BI DAX Masterclass,Tech,2023-04-08,76,Completed,2000
EMP-11583,CRS-103,Power BI DAX Masterclass,Tech,2024-01-10,65,Failed,0
EMP-11583,CRS-103,Power BI DAX Masterclass,Tech,2024-02-15,77,Completed,2000
EMP-11583,CRS-302,Modern Data Stack Architecture,Tech,2023-04-02,85,Completed,4000
EMP-11583,CRS-102,Python for Data Engineering,Tech,2026-03-04,98,Completed,2500
EMP-13265,CRS-302,Modern Data Stack Architecture,Tech,2026-05-25,54,Failed,0
EMP-12690,CRS-201,Agile Project Management,Leadership,2025-07-08,97,Completed,1200
EMP-12283,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-04-18,77,Completed,800
EMP-10569,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-06-26,58,Failed,0
EMP-10569,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-07-20,97,Completed,1500
EMP-16336,CRS-301,Cloud Security & Compliance,Compliance,2024-09-24,67,Failed,0
EMP-16336,CRS-301,Cloud Security & Compliance,Compliance,2024-11-12,77,Completed,3000
EMP-12287,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-01-14,68,Failed,0
EMP-12287,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-03-05,91,Completed,800
EMP-12877,CRS-201,Agile Project Management,Leadership,2025-10-26,73,Completed,1200
EMP-12877,CRS-201,Agile Project Management,Leadership,2025-12-13,80,Completed,1200
EMP-15256,CRS-103,Power BI DAX Masterclass,Tech,2023-06-23,89,Completed,2000
EMP-15256,CRS-102,Python for Data Engineering,Tech,2026-04-21,85,Completed,2500
EMP-15256,CRS-301,Cloud Security & Compliance,Compliance,2023-02-17,83,Completed,3000
EMP-15256,CRS-201,Agile Project Management,Leadership,2023-02-19,80,Completed,1200
EMP-14174,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-01-14,55,Failed,0
EMP-14174,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-02-13,99,Completed,1500
EMP-13275,CRS-103,Power BI DAX Masterclass,Tech,2025-04-14,71,Completed,2000
EMP-13275,CRS-103,Power BI DAX Masterclass,Tech,2025-05-18,80,Completed,2000
EMP-15567,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-09-02,73,Completed,1500
EMP-15567,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-10-12,85,Completed,1500
EMP-16939,CRS-302,Modern Data Stack Architecture,Tech,2023-09-05,76,Completed,4000
EMP-12713,CRS-102,Python for Data Engineering,Tech,2025-11-07,82,Completed,2500
EMP-12713,CRS-201,Agile Project Management,Leadership,2024-07-05,80,Completed,1200
EMP-10227,CRS-201,Agile Project Management,Leadership,2023-03-01,90,Completed,1200
EMP-10945,CRS-103,Power BI DAX Masterclass,Tech,2023-07-27,94,Completed,2000
EMP-10945,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-09-15,88,Completed,800
EMP-10945,CRS-301,Cloud Security & Compliance,Compliance,2023-06-21,76,Completed,3000
EMP-12140,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-12-11,87,Completed,800
EMP-11463,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-08-09,79,Completed,800
EMP-11463,CRS-201,Agile Project Management,Leadership,2023-12-09,71,Completed,1200
EMP-11463,CRS-201,Agile Project Management,Leadership,2024-01-22,83,Completed,1200
EMP-11463,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-05-09,96,Completed,1500
EMP-11463,CRS-302,Modern Data Stack Architecture,Tech,2024-12-20,88,Completed,4000
EMP-14757,CRS-102,Python for Data Engineering,Tech,2025-12-29,72,Completed,2500
EMP-14757,CRS-102,Python for Data Engineering,Tech,2026-02-06,97,Completed,2500
EMP-12175,CRS-102,Python for Data Engineering,Tech,2026-02-13,98,Completed,2500
EMP-10314,CRS-302,Modern Data Stack Architecture,Tech,2024-12-02,94,Completed,4000
EMP-10314,CRS-103,Power BI DAX Masterclass,Tech,2024-07-13,91,Completed,2000
EMP-10889,CRS-201,Agile Project Management,Leadership,2026-05-12,70,Completed,1200
EMP-14888,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-09-02,50,Failed,0
EMP-14888,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-09-27,88,Completed,1500
EMP-14888,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-02-12,94,Completed,800
EMP-13560,CRS-301,Cloud Security & Compliance,Compliance,2023-06-08,70,Completed,3000
EMP-13560,CRS-301,Cloud Security & Compliance,Compliance,2023-08-03,89,Completed,3000
EMP-12832,CRS-103,Power BI DAX Masterclass,Tech,2026-05-16,82,Completed,2000
EMP-12832,CRS-201,Agile Project Management,Leadership,2023-01-18,84,Completed,1200
EMP-15969,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-03-29,94,Completed,1500
EMP-16626,CRS-103,Power BI DAX Masterclass,Tech,2024-09-12,77,Completed,2000
EMP-16626,CRS-102,Python for Data Engineering,Tech,2025-01-13,78,Completed,2500
EMP-16626,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-05-26,70,Completed,1500
EMP-13575,CRS-302,Modern Data Stack Architecture,Tech,2024-07-22,86,Completed,4000
EMP-14967,CRS-301,Cloud Security & Compliance,Compliance,2026-03-04,88,Completed,3000
EMP-14967,CRS-302,Modern Data Stack Architecture,Tech,2026-04-19,54,Failed,0
EMP-14967,CRS-302,Modern Data Stack Architecture,Tech,2026-05-19,93,Completed,4000
EMP-14190,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-01-28,92,Completed,800
EMP-14190,CRS-301,Cloud Security & Compliance,Compliance,2024-06-01,98,Completed,3000
EMP-14190,CRS-103,Power BI DAX Masterclass,Tech,2025-05-24,97,Completed,2000
EMP-10948,CRS-201,Agile Project Management,Leadership,2024-07-15,91,Completed,1200
EMP-13156,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-03-31,71,Completed,800
EMP-13156,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-05-10,92,Completed,800
EMP-14724,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-03-13,56,Failed,0
EMP-14724,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-05-02,100,Completed,1500
EMP-11558,CRS-301,Cloud Security & Compliance,Compliance,2024-04-07,63,Failed,0
EMP-11558,CRS-301,Cloud Security & Compliance,Compliance,2024-05-06,81,Completed,3000
EMP-12087,CRS-103,Power BI DAX Masterclass,Tech,2023-05-09,70,Completed,2000
EMP-12087,CRS-103,Power BI DAX Masterclass,Tech,2023-05-24,93,Completed,2000
EMP-10364,CRS-103,Power BI DAX Masterclass,Tech,2024-05-21,85,Completed,2000
EMP-10364,CRS-302,Modern Data Stack Architecture,Tech,2024-11-28,96,Completed,4000
EMP-15807,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-06-17,90,Completed,1500
EMP-15807,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-09-13,71,Completed,800
EMP-15807,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-10-21,85,Completed,800
EMP-13573,CRS-301,Cloud Security & Compliance,Compliance,2023-05-07,71,Completed,3000
EMP-13573,CRS-301,Cloud Security & Compliance,Compliance,2023-06-30,88,Completed,3000
EMP-13573,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-05-15,53,Failed,0
EMP-13573,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-06-01,84,Completed,1500
EMP-13573,CRS-102,Python for Data Engineering,Tech,2025-02-20,73,Completed,2500
EMP-13573,CRS-102,Python for Data Engineering,Tech,2025-04-01,82,Completed,2500
EMP-10014,CRS-302,Modern Data Stack Architecture,Tech,2023-01-22,82,Completed,4000
EMP-10014,CRS-301,Cloud Security & Compliance,Compliance,2025-05-26,69,Failed,0
EMP-10014,CRS-301,Cloud Security & Compliance,Compliance,2025-07-20,96,Completed,3000
EMP-10014,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-02-23,86,Completed,800
EMP-14260,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-01-26,69,Failed,0
EMP-14260,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-02-21,93,Completed,1500
EMP-14411,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-06-08,83,Completed,800
EMP-15627,CRS-102,Python for Data Engineering,Tech,2023-10-09,51,Failed,0
EMP-15627,CRS-102,Python for Data Engineering,Tech,2023-11-29,88,Completed,2500
EMP-15627,CRS-302,Modern Data Stack Architecture,Tech,2025-11-16,79,Completed,4000
EMP-15894,CRS-102,Python for Data Engineering,Tech,2025-08-19,89,Completed,2500
EMP-15894,CRS-302,Modern Data Stack Architecture,Tech,2025-01-25,86,Completed,4000
EMP-16079,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-11-04,67,Failed,0
EMP-16079,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-12-10,81,Completed,1500
EMP-16079,CRS-102,Python for Data Engineering,Tech,2024-02-15,56,Failed,0
EMP-16079,CRS-102,Python for Data Engineering,Tech,2024-03-12,96,Completed,2500
EMP-16038,CRS-301,Cloud Security & Compliance,Compliance,2025-08-15,92,Completed,3000
EMP-15494,CRS-103,Power BI DAX Masterclass,Tech,2024-09-05,80,Completed,2000
EMP-15494,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-07-19,85,Completed,800
EMP-11615,CRS-102,Python for Data Engineering,Tech,2024-04-16,89,Completed,2500
EMP-12984,CRS-302,Modern Data Stack Architecture,Tech,2024-11-09,76,Completed,4000
EMP-13534,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-06-01,70,Completed,1500
EMP-13534,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-06-24,84,Completed,1500
EMP-13534,CRS-103,Power BI DAX Masterclass,Tech,2025-06-20,90,Completed,2000
EMP-13534,CRS-302,Modern Data Stack Architecture,Tech,2025-01-07,70,Completed,4000
EMP-13534,CRS-302,Modern Data Stack Architecture,Tech,2025-02-08,80,Completed,4000
EMP-10574,CRS-103,Power BI DAX Masterclass,Tech,2023-12-23,97,Completed,2000
EMP-15442,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-12-27,58,Failed,0
EMP-15442,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-02-22,79,Completed,1500
EMP-12705,CRS-302,Modern Data Stack Architecture,Tech,2023-08-16,99,Completed,4000
EMP-15105,CRS-103,Power BI DAX Masterclass,Tech,2025-02-01,100,Completed,2000
EMP-12572,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-05-14,74,Completed,800
EMP-12572,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-06-05,100,Completed,800
EMP-12572,CRS-201,Agile Project Management,Leadership,2024-01-24,87,Completed,1200
EMP-16550,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-05-29,57,Failed,0
EMP-16550,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-07-21,93,Completed,800
EMP-11021,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-08-25,80,Completed,800
EMP-15897,CRS-103,Power BI DAX Masterclass,Tech,2025-11-06,98,Completed,2000
EMP-15897,CRS-102,Python for Data Engineering,Tech,2023-06-16,95,Completed,2500
EMP-12461,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-03-05,81,Completed,800
EMP-14155,CRS-103,Power BI DAX Masterclass,Tech,2025-02-04,92,Completed,2000
EMP-12534,CRS-201,Agile Project Management,Leadership,2026-04-10,76,Completed,1200
EMP-12534,CRS-103,Power BI DAX Masterclass,Tech,2024-02-20,97,Completed,2000
EMP-12534,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-03-23,83,Completed,800
EMP-12534,CRS-302,Modern Data Stack Architecture,Tech,2026-03-16,99,Completed,4000
